city,country,lat,lng
Willmar,United States,45.122,-95.0569
American Canyon,United States,38.1796,-122.2583
South St. Paul,United States,44.8877,-93.0411
Montclair,United States,38.6111,-77.34
Rocky River,United States,41.4703,-81.8526
Secaucus,United States,40.781,-74.0659
Salamanca,Chile,-31.7796,-70.98
Wade Hampton,United States,34.8821,-82.3336
San Lorenzo de Esmeraldas,Ecuador,1.2704,-78.8601
Holtsville,United States,40.8123,-73.0447
Masterton,New Zealand,-40.9439,175.6456
Escanaba,United States,45.7477,-87.09
Casa de Oro-Mount Helix,United States,32.764,-116.9687
Bryant,United States,34.6152,-92.4912
Ogden,United States,43.1646,-77.822
Musina,South Africa,-22.34,30.03
Valley,United States,32.8086,-85.1792
Henderson,United States,36.3259,-78.4155
Sesheke,Zambia,-17.4695,24.3
Tukwila,United States,47.4748,-122.2727
Cherepanovo,Russia,54.2336,83.3688
Brockport,United States,43.2137,-77.9403
Laurinburg,United States,34.7596,-79.4781
Kwinana,Australia,-32.2394,115.7702
Amherst Center,United States,42.3757,-72.5188
Hazlet,United States,40.4265,-74.1711
Allendale,United States,42.9851,-85.9509
Ferndale,United States,42.4592,-83.1314
Zhosaly,Kazakhstan,45.4877,64.078
Kasongo-Lunda,Congo (Kinshasa),-6.4796,16.83
Rayevskiy,Russia,54.0674,54.9269
Parma Heights,United States,41.3865,-81.7637
Pita,Guinea,11.08,-12.401
Esquel,Argentina,-42.9,-71.3166
Clifton,United States,39.0763,-108.4606
King of Prussia,United States,40.0962,-75.3821
Rosamond,United States,34.8658,-118.2154
Rocky Hill,United States,41.6572,-72.6632
Glassboro,United States,39.7014,-75.1113
Haya,Sudan,18.3362,36.3842
Narvik,Norway,68.3832,17.29
Zemio,Central African Republic,5.0337,25.1333
Puerto Natales,Chile,-51.7183,-72.5117
Al Mijlad,Sudan,11.0337,27.7333
Culpeper,United States,38.4705,-78.0001
Miamisburg,United States,39.6323,-84.2725
Germantown,United States,43.2343,-88.1217
Leland,United States,34.204,-78.028
Oregon,United States,41.6528,-83.4322
Burnie,Australia,-41.0666,145.9167
Ottawa,United States,41.3532,-88.8307
East Hemet,United States,33.7301,-116.941
Kampong Thum,Cambodia,12.712,104.889
Selden,United States,40.8699,-73.0462
Yeniseysk,Russia,58.4515,92.1565
Sand Springs,United States,36.1343,-96.1283
Ozark,United States,37.0361,-93.2154
Lake Zurich,United States,42.1955,-88.087
Cyangugu,Rwanda,-2.4796,28.9
Payson,United States,40.0353,-111.7404
Brambleton,United States,38.9802,-77.5323
Old Jamestown,United States,38.8394,-90.2847
Hauppauge,United States,40.8217,-73.2119
Abbeville,United States,29.975,-92.1266
Hudson,United States,42.3887,-71.5465
Ben Gardane,Tunisia,33.1404,11.22
West Mifflin,United States,40.3581,-79.9072
General Martín Miguel de Güemes,Argentina,-24.6666,-65.05
Camacupa,Angola,-12.0196,17.47
Forest Park,United States,33.6209,-84.359
Bourne,United States,41.723,-70.5819
Painesville,United States,41.724,-81.2536
Mpwapwa,Tanzania,-6.3496,36.48
Haslett,United States,42.7525,-84.402
Murrysville,United States,40.4456,-79.6555
West St. Paul,United States,44.9018,-93.0858
Monroe,United States,41.3379,-73.225
Punta Gorda,United States,26.8934,-82.0516
Snellville,United States,33.8561,-84.0038
Orinda,United States,37.8808,-122.179
Lake Shore,United States,39.1029,-76.4876
Itigi,Tanzania,-5.6996,34.48
Cameron Park,United States,38.6737,-120.9872
Montgomery,United States,41.7237,-88.3631
Babanūsah,Sudan,11.3334,27.8
Monmouth,United States,44.8505,-123.2283
Swansboro,United States,34.6957,-77.1356
Alamo,United States,26.1811,-98.1177
Tahlequah,United States,35.9116,-94.9773
Southbury,United States,41.4745,-73.2329
Syosset,United States,40.8156,-73.502
Front Royal,United States,38.926,-78.1838
Stevenson Ranch,United States,34.3894,-118.5885
Durango,United States,37.2744,-107.8703
Middleton,United States,43.1064,-89.5058
Bikin,Russia,46.8203,134.2649
Rockport,United States,28.029,-97.0722
Pinecrest,United States,25.665,-80.3042
San Borja,Bolivia,-14.8196,-66.85
Liberal,United States,37.0466,-100.9295
Howard,United States,44.5703,-88.0921
Scarborough,United States,43.5911,-70.3682
Atasū,Kazakhstan,48.6903,71.6499
Vernal,United States,40.4517,-109.5379
Lake Forest,United States,42.238,-87.8596
Baldwin,United States,40.3691,-79.9668
Corning,United States,42.147,-77.0561
Bartow,United States,27.8868,-81.8213
Franklin Farm,United States,38.9133,-77.3969
Brainerd,United States,46.3553,-94.1983
Horizon City,United States,31.6799,-106.1903
Levin,New Zealand,-40.6124,175.2772
Suwanee,United States,34.0507,-84.0687
Santa Cruz Cabrália,Brazil,-16.28,-39.03
Angleton,United States,29.1716,-95.4292
Papillion,United States,41.1516,-96.0679
Fairwood,United States,47.4467,-122.143
Bethel,United States,41.3747,-73.3928
White Oak,United States,39.0433,-76.9905
Upper St. Clair,United States,40.3336,-80.0842
Norton,United States,41.964,-71.1842
Danville,United States,37.642,-84.7769
Saco,United States,43.539,-70.4624
Sherwood,United States,45.3598,-122.843
Natchitoches,United States,31.7317,-93.0979
East Northport,United States,40.8792,-73.3232
North Ogden,United States,41.3124,-111.9585
Fernley,United States,39.5611,-119.1926
Sil-li,"Korea, North",39.488,125.464
Echuca,Australia,-36.1296,144.75
Terrace,Canada,54.5,-128.5833
North Battleford,Canada,52.7666,-108.2833
Harstad,Norway,68.7879,16.5156
Matteson,United States,41.5095,-87.7468
Bethany,United States,35.5072,-97.6417
Ballenger Creek,United States,39.3807,-77.4206
Yorkville,United States,41.6561,-88.4508
Montville,United States,41.4636,-72.157
Ivdel’,Russia,60.6936,60.4133
Stillwater,United States,45.0573,-92.8313
Elkridge,United States,39.1941,-76.7427
Pinole,United States,37.9931,-122.2834
Florida Ridge,United States,27.5805,-80.3848
Concord,United States,42.462,-71.3639
Devonport,Australia,-41.1927,146.3311
Ayaviri,Peru,-14.8796,-70.6
Safford,United States,32.8318,-109.7006
Castaic,United States,34.4818,-118.6317
Shelton,United States,47.2188,-123.1127
Oum Hadjer,Chad,13.3004,19.6833
Batī,Ethiopia,11.1837,40.0166
Roebourne,Australia,-20.7829,117.1333
Carlisle,United States,40.1999,-77.2043
McKeesport,United States,40.3419,-79.8439
Kos,Greece,36.8937,27.2888
Sheridan,United States,44.7962,-106.9643
Laconia,United States,43.5724,-71.4775
Kuna,United States,43.4863,-116.3982
Broadview Heights,United States,41.3195,-81.6782
La Follette,United States,36.3718,-84.1256
Arlington,United States,48.1697,-122.1446
Uzhur,Russia,55.3292,89.8207
Canby,United States,45.2653,-122.6866
Lumphat,Cambodia,13.507,106.981
Waterford,United States,41.3692,-72.1483
Polyarnyy,Russia,69.2052,33.4502
Brigham City,United States,41.5035,-112.0454
Somerton,United States,32.6009,-114.699
Eloy,United States,32.747,-111.5991
Mount Airy,United States,36.5083,-80.6155
Zapala,Argentina,-38.9,-70.0667
Rosedale,United States,39.3266,-76.5084
South Burlington,United States,44.4622,-73.2203
McAlester,United States,34.9262,-95.7698
Milton,United States,43.0406,-73.8998
Cullman,United States,34.1777,-86.8399
Tiffin,United States,41.1165,-83.1805
Homewood,United States,41.5591,-87.661
Mumbwa,Zambia,-14.9796,27.07
Alsip,United States,41.6701,-87.7368
Linda,United States,39.1242,-121.5421
Helena,United States,33.2846,-86.8756
Orange,United States,30.121,-93.7616
Sparta,United States,41.0486,-74.6264
Cornelia,United States,34.5169,-83.531
Badger,United States,64.8006,-147.3877
Dadeldhurā,Nepal,29.3,80.6
Frankfort,United States,41.4887,-87.836
Ennis,United States,32.3239,-96.6377
Altamont,United States,42.198,-121.7249
Balcarce,Argentina,-37.8333,-58.25
Twinsburg,United States,41.322,-81.4451
Highland,United States,40.4275,-111.7955
Deerfield,United States,42.1654,-87.8516
Sylvania,United States,41.71,-83.7085
Maple Shade,United States,39.952,-74.995
Altus,United States,34.6566,-99.3051
Contamana,Peru,-7.34,-75.02
Whitehall,United States,39.9682,-82.8833
Eyl,Somalia,7.9833,49.8333
Rio Rico,United States,31.4957,-110.9886
Macomb,United States,40.4721,-90.6818
East Lyme,United States,41.3664,-72.2352
Breaux Bridge,United States,30.2829,-91.9043
White Oak,United States,39.2104,-84.6059
Grandview,United States,46.2431,-119.9084
Berea,United States,41.3696,-81.8642
Erlanger,United States,39.0109,-84.5864
Westborough,United States,42.2682,-71.614
Palestine,United States,31.7544,-95.6471
Qitai,China,41.5494,113.5339
Dzüünharaa,Mongolia,48.8666,106.4666
Sonsón,Colombia,5.7166,-75.3166
Ansonia,United States,41.3443,-73.0689
North Liberty,United States,41.7439,-91.6105
Slyudyanka,Russia,51.6538,103.6988
Cherry Hill,United States,38.5696,-77.2895
Marinette,United States,45.0869,-87.6327
Monroe,United States,47.8596,-121.9853
Nueva Imperial,Chile,-38.74,-72.96
Lexington,United States,35.8017,-80.2682
Villamontes,Bolivia,-21.2496,-63.5
Emba,Kazakhstan,48.8268,58.1442
Uvalde,United States,29.2153,-99.7782
Westbrook,United States,43.6954,-70.3539
Onalaska,United States,43.888,-91.2074
Red Bluff,United States,40.1735,-122.2413
Creve Coeur,United States,38.6621,-90.443
Altoona,United States,41.648,-93.4782
Marshfield,United States,44.6627,-90.1728
Sudbury,United States,42.3847,-71.4234
Forest Park,United States,39.286,-84.5259
Mayfield Heights,United States,41.5175,-81.4534
Hopkins,United States,44.9261,-93.4056
Meadowbrook,United States,37.4302,-77.474
Wilton,United States,41.207,-73.4401
Kavalerovo,Russia,44.2702,135.0498
Puerto San José,Guatemala,13.9397,-90.82
Bay City,United States,28.9838,-95.9601
Orodara,Burkina Faso,10.974,-4.908
Ronkonkoma,United States,40.804,-73.1258
Huanta,Peru,-12.9496,-74.25
Brook Park,United States,41.4036,-81.8219
Maitland,Australia,-32.721,151.555
Middle,United States,39.0851,-74.8336
Vanino,Russia,49.0873,140.2425
Cranbrook,Canada,49.5167,-115.7667
Springboro,United States,39.5612,-84.2349
Cholpon-Ata,Kyrgyzstan,42.6513,77.0811
Westminster,United States,39.5797,-77.0064
Seminole,United States,27.8434,-82.7839
Rutland,United States,43.6091,-72.9781
Iron Mountain,United States,45.8275,-88.0599
Martha Lake,United States,47.848,-122.2326
Holden,United States,42.3562,-71.8608
Moultrie,United States,31.1591,-83.7708
Cocoa,United States,28.382,-80.7674
Wantagh,United States,40.6686,-73.5104
Defiance,United States,41.281,-84.3659
Grafton,United States,42.2085,-71.6838
Gautier,United States,30.4106,-88.6568
Spanish Lake,United States,38.7885,-90.2078
Whitestown,United States,43.135,-75.3404
Scituate,United States,42.1992,-70.759
Niles,United States,41.1878,-80.7531
Luau,Angola,-10.7095,22.23
Nara,Mali,15.18,-7.28
Dayan,China,26.8,100.2666
Round Lake,United States,42.3436,-88.1058
Kyakhta,Russia,50.3527,106.4527
Bourbonnais,United States,41.1831,-87.8781
Melville,United States,40.7823,-73.4088
Five Corners,United States,45.6883,-122.5738
Silverthorne,United States,39.6564,-106.0871
North Wilkesboro,United States,36.1728,-81.1391
Avon,United States,41.7907,-72.8538
Arcadia,United States,27.2214,-81.8587
Durant,United States,33.9957,-96.3938
Aberdeen,United States,40.4165,-74.2249
Bensenville,United States,41.9595,-87.9434
Stafford,United States,29.6271,-95.5653
Nanuet,United States,41.0957,-74.0155
Rancho Mirage,United States,33.7634,-116.4271
Crawfordsville,United States,40.0428,-86.8975
Charata,Argentina,-27.2163,-61.2
Mattoon,United States,39.4774,-88.3627
North Druid Hills,United States,33.8186,-84.3254
Southeast,United States,41.4032,-73.5985
Cudahy,United States,42.9467,-87.8641
Katy,United States,29.7905,-95.8353
Lobos,Argentina,-35.1849,-59.0947
Gibsonton,United States,27.826,-82.3761
Beeville,United States,28.4059,-97.7494
Bua Yai,Thailand,15.584,102.4186
Somerset,United States,41.7404,-71.1612
Trenton,United States,42.1395,-83.193
Madison,United States,41.3398,-72.6278
North Aurora,United States,41.8083,-88.3413
Sharon,United States,42.1085,-71.183
Wheatfield,United States,43.0975,-78.8831
Central Point,United States,42.3765,-122.911
Pembroke,United States,42.0655,-70.8014
Traralgon,Australia,-38.1996,146.53
Maumelle,United States,34.8522,-92.4
Cinco Ranch,United States,29.7395,-95.7606
Murray Bridge,Australia,-35.1296,139.26
Kilgore,United States,32.3979,-94.8603
Eastlake,United States,41.6581,-81.4323
Middelburg,South Africa,-31.5,25.01
Kiruna,Sweden,67.85,20.2166
Tillmans Corner,United States,30.5818,-88.2128
Calverton,United States,39.0578,-76.9488
St. Matthews,United States,38.2497,-85.6383
Diego de Almagro,Chile,-26.3696,-70.05
Hannibal,United States,39.7097,-91.3936
Ingleside,United States,27.8701,-97.2076
Hassi Messaoud,Algeria,31.7023,6.0545
Manchester,United States,38.583,-90.5065
Abaza,Russia,52.669,90.0954
El Dorado,United States,33.2184,-92.664
Scarsdale,United States,40.9902,-73.7773
Oxon Hill,United States,38.7887,-76.9733
Newburyport,United States,42.8124,-70.8879
Shenandoah,United States,40.8167,-76.2004
New Castle,United States,41.1842,-73.7726
Menomonie,United States,44.8893,-91.9084
Sycamore,United States,41.995,-88.6812
Franklin Park,United States,41.936,-87.8794
Humacao,Puerto Rico,18.1519,-65.8204
Beaver Dam,United States,43.4688,-88.8311
Steubenville,United States,40.3653,-80.652
Requena,Peru,-5.0696,-73.91
Madison,United States,38.758,-85.3971
Santa Fe Springs,United States,33.933,-118.0625
Port Alfred,South Africa,-33.5995,26.88
Anacortes,United States,48.4878,-122.6292
Bedford,United States,41.225,-73.6678
Lenoir,United States,35.9097,-81.5247
Kurtamysh,Russia,54.9087,64.4333
Gretna,United States,29.91,-90.0515
Lackawanna,United States,42.8182,-78.8326
Berea,United States,37.5904,-84.2898
Apollo Beach,United States,27.7618,-82.4002
Sunnyside,United States,46.3159,-120.0058
Pô,Burkina Faso,11.169,-1.135
Marco Island,United States,25.933,-81.6993
Goffstown,United States,43.019,-71.5681
Nguigmi,Niger,14.2532,13.1108
Edmundston,Canada,47.3794,-68.3333
Beltsville,United States,39.0394,-76.9211
Huntington,United States,40.8816,-85.5054
Ada,United States,34.7686,-96.6689
Yuanquan,China,40.5004,95.8
Cary,United States,42.2128,-88.2491
Sovetsk,Russia,57.5785,48.9581
Rockland,United States,42.1295,-70.91
Safety Harbor,United States,28.008,-82.6965
Colonial Heights,United States,37.265,-77.3969
Salem,United States,40.9049,-80.8491
White Settlement,United States,32.7554,-97.4605
Plainville,United States,41.6741,-72.8575
Fayetteville,United States,33.45,-84.4709
Tinton Falls,United States,40.2708,-74.0948
Tullahoma,United States,35.3721,-86.2173
Springfield,United States,36.4943,-86.8709
Lithia Springs,United States,33.7811,-84.6486
Marion,United States,37.7171,-88.9275
Jenison,United States,42.9063,-85.8269
Wallingford Center,United States,41.4499,-72.8189
Sartell,United States,45.6186,-94.2205
Menasha,United States,44.2125,-88.4271
Cimarron Hills,United States,38.8597,-104.6995
Easton,United States,38.776,-76.0702
South Hadley,United States,42.2567,-72.5793
Windham,United States,43.7981,-70.4056
Blooming Grove,United States,41.3948,-74.184
Hinsdale,United States,41.8005,-87.9273
Ashton,New Zealand,-43.8983,171.7486
Fish Hawk,United States,27.8511,-82.2164
Maryland City,United States,39.1016,-76.8051
Ocean Springs,United States,30.4082,-88.7861
Zongo,Congo (Kinshasa),4.3303,18.615
Radford,United States,37.1229,-80.5587
Centerville,United States,40.9284,-111.8849
Concord,United States,38.5117,-90.3574
Godfrey,United States,38.9581,-90.2156
Pampa,United States,35.5479,-100.965
Bitam,Gabon,2.0837,11.4834
Moraga,United States,37.8438,-122.1225
Ferndale,United States,39.1869,-76.633
Rosedale,United States,35.3887,-119.2058
Zaysan,Kazakhstan,47.4752,84.8598
San Carlos Park,United States,26.4765,-81.8193
Tuncurry,Australia,-32.1931,152.5266
Tougan,Burkina Faso,13.069,-3.07
Avon,United States,39.7599,-86.391
St. Michael,United States,45.2014,-93.692
Glenvar Heights,United States,25.709,-80.3156
Albert Lea,United States,43.6546,-93.3641
Fort Mill,United States,35.0062,-80.9388
Maitland,United States,28.6295,-81.3718
Tallmadge,United States,41.1023,-81.4216
Willimantic,United States,41.7153,-72.2173
Imperial,United States,32.8388,-115.5723
Zachary,United States,30.6642,-91.1634
Springfield,United States,40.6994,-74.3254
Anoka,United States,45.2099,-93.3893
Sayre,United States,41.9855,-76.5207
Five Forks,United States,34.8069,-82.2271
Nederland,United States,29.9707,-94.0015
Īlām,Nepal,26.908,87.926
Boulsa,Burkina Faso,12.657,-0.569
Colonia,United States,40.5929,-74.3151
Karukh,Afghanistan,34.4868,62.5918
Ashland,United States,42.2573,-71.4687
North Adams,United States,42.6844,-73.1166
Lindenwold,United States,39.8172,-74.9898
Portsmouth,United States,41.5922,-71.2744
Amesbury Town,United States,42.853,-70.9446
Same,Tanzania,-4.0696,37.72
Foxborough,United States,42.0626,-71.2462
Veinticinco de Mayo,Argentina,-37.8,-67.6833
Bon Air,United States,37.5187,-77.5713
Oneonta,United States,42.4551,-75.0666
Martinsburg,United States,39.4582,-77.9776
Buckhall,United States,38.725,-77.4472
Broken Hill,Australia,-31.95,141.4331
Butner,United States,36.1285,-78.7501
Eldorado,Argentina,-26.2,-54.6
Lincoln,United States,40.1509,-89.3721
Palos Hills,United States,41.6986,-87.8266
Lynden,United States,48.9503,-122.4544
Mesquite,United States,36.8035,-114.1325
Crossville,United States,35.9526,-85.0294
Redland,United States,39.1335,-77.1465
Colchester,United States,44.5545,-73.2167
Sylacauga,United States,33.1779,-86.2606
North Canton,United States,40.8742,-81.3971
Portland,United States,27.8913,-97.328
Pendleton,United States,45.6755,-118.8209
Alton,United States,26.2884,-98.3098
Ashwaubenon,United States,44.4796,-88.0889
Americus,United States,32.0736,-84.2249
Shippensburg,United States,40.0485,-77.5227
West Columbia,United States,33.9928,-81.0925
St. John,United States,41.443,-87.4702
Versailles,United States,38.0488,-84.726
Shorewood,United States,41.5175,-88.2149
Kangaba,Mali,11.9404,-8.44
Wyckoff,United States,40.9989,-74.1676
Knik-Fairview,United States,61.4964,-149.6535
North Babylon,United States,40.7311,-73.3251
Laurel,United States,37.6375,-77.5062
Clive,United States,41.6147,-93.7979
Killingly,United States,41.8311,-71.8499
Gorham,United States,43.7034,-70.4581
Dallas,United States,44.9222,-123.3131
Pallasovka,Russia,50.0477,46.8773
Bloemhof,South Africa,-27.6496,25.59
Wādī Ḩalfā’,Sudan,21.8,31.35
La Vista,United States,41.1816,-96.0665
South Ogden,United States,41.1714,-111.9568
Wolf Trap,United States,38.9395,-77.2842
Dickson,United States,36.064,-87.3668
Kingsland,United States,30.8193,-81.7219
Lemont,United States,41.6697,-87.9828
Brookfield,United States,41.4674,-73.3923
Sunland Park,United States,31.8194,-106.5943
Cedar Mill,United States,45.5355,-122.8006
Streator,United States,41.1242,-88.8295
Plast,Russia,54.3685,60.8085
El Reno,United States,35.543,-97.966
Bethpage,United States,40.7495,-73.4856
Monte Cristi,Dominican Republic,19.867,-71.65
Nevel’sk,Russia,46.6803,141.8699
Ambriz,Angola,-7.855,13.125
Wailuku,United States,20.8834,-156.5059
Ihosy,Madagascar,-22.3996,46.1167
Piñas,Ecuador,-3.67,-79.65
Fort Hunt,United States,38.7361,-77.0589
McKinleyville,United States,40.9489,-124.0857
Wayne,United States,42.2774,-83.3877
North Decatur,United States,33.8073,-84.2889
Phoenixville,United States,40.1358,-75.5201
Florence,United States,33.059,-111.4209
Bellingham,United States,42.0777,-71.4741
Webster,United States,42.0521,-71.8485
Vero Beach,United States,27.6463,-80.393
Brenham,United States,30.1586,-96.3965
Southbridge Town,United States,42.0604,-72.0338
Lemay,United States,38.5325,-90.2845
Batavia,United States,42.9987,-78.1802
Albemarle,United States,35.3601,-80.1919
Ngara,Tanzania,-2.4695,30.65
Cohoes,United States,42.7732,-73.7077
Goodlettsville,United States,36.3327,-86.7029
Tavares,United States,28.7926,-81.7366
Lock Haven,United States,41.1365,-77.4521
El Segundo,United States,33.9169,-118.4021
Bella Vista,Paraguay,-22.1296,-56.52
Norcross,United States,33.9379,-84.2065
Neabsco,United States,38.6083,-77.2847
Myrtle Grove,United States,30.4158,-87.3028
Morris,United States,41.3748,-88.4301
Wilton,United States,43.1502,-73.7276
Denville,United States,40.8889,-74.4893
Tôlan̈aro,Madagascar,-25.0268,46.99
Washington,United States,40.7048,-89.4345
Karratha,Australia,-20.7304,116.87
Estelle,United States,29.8447,-90.1021
Bristol,United States,36.6179,-82.1607
Geddes,United States,43.0767,-76.2243
Troy,United States,31.8021,-85.9665
Mikumi,Tanzania,-7.3996,36.98
Burlington,United States,39.0223,-84.7217
La Marque,United States,29.369,-94.9957
Otsego,United States,45.266,-93.62
Delran,United States,40.017,-74.9495
Buffalo,United States,45.1794,-93.8644
Mossel Bay,South Africa,-34.17,22.13
Solvang,United States,34.5936,-120.1401
Mercedes,United States,26.1533,-97.9129
Kings Park,United States,40.8887,-73.2452
Bemidji,United States,47.483,-94.8788
Terrell,United States,32.7341,-96.2939
Morombe,Madagascar,-21.7391,43.3657
Hopkinton,United States,42.2255,-71.5378
Oconomowoc,United States,43.0994,-88.4951
Seagoville,United States,32.653,-96.5455
Nipomo,United States,35.0323,-120.499
Groveton,United States,38.7605,-77.0981
Mount Pleasant,United States,33.1613,-94.9717
Wolcott,United States,41.6007,-72.9734
Perry,United States,32.4718,-83.728
Lake Placid,United States,27.2977,-81.3715
Puerto López,Colombia,4.09,-72.96
Poronaysk,Russia,49.2416,143.085
Valle Vista,United States,33.7436,-116.8872
Clemson,United States,34.6838,-82.8124
Oak Grove,United States,45.4156,-122.6348
Eden,United States,36.5029,-79.7421
Holmdel,United States,40.3768,-74.1725
Donna,United States,26.1467,-98.056
Lakeport,United States,39.0392,-122.9218
Anna,United States,33.347,-96.5503
Macetown,New Zealand,-45.0227,168.7251
Coldwater,United States,41.9466,-84.9989
Fairview Heights,United States,38.5974,-90.0052
Highland Village,United States,33.0897,-97.0615
Seymour,United States,41.381,-73.0873
Bellinzona,Switzerland,46.197,9.02
Country Club Hills,United States,41.5638,-87.725
Akureyri,Iceland,65.6666,-18.1
Kamenka,Russia,53.1947,44.0444
Troutdale,United States,45.5372,-122.3955
Mountain Home,United States,43.1325,-115.697
Auburn,United States,42.1972,-71.8453
Vienna,United States,38.8996,-77.2597
Stuart,United States,27.1958,-80.2438
Cinnaminson,United States,40.0008,-74.993
Ham Lake,United States,45.2545,-93.2039
Woodcrest,United States,33.8789,-117.3686
Centralia,United States,38.5224,-89.1233
Morganton,United States,35.7408,-81.7003
Lindsay,United States,36.2082,-119.0897
Ladson,United States,33.0093,-80.1078
Yelm,United States,46.9398,-122.6261
Opa-locka,United States,25.8997,-80.2551
Lake Mary,United States,28.7592,-81.336
Westchester,United States,41.8492,-87.8906
Spanish Springs,United States,39.6567,-119.6695
Riverdale,United States,33.5639,-84.4103
Douglas,United States,31.3602,-109.5394
Northbridge,United States,42.13,-71.6547
Port Jervis,United States,41.3782,-74.6909
Wendell,United States,35.7823,-78.3959
East Greenbush,United States,42.6122,-73.6969
McComb,United States,31.2449,-90.4714
Dajabón,Dominican Republic,19.548,-71.705
Collipulli,Chile,-37.96,-72.43
Blytheville,United States,35.9322,-89.9051
Sarasota Springs,United States,27.3092,-82.4788
Karema,Tanzania,-6.8162,30.4333
Sabaneta,Dominican Republic,19.505,-71.345
Sikeston,United States,36.8875,-89.587
Streetsboro,United States,41.2396,-81.3456
Burrillville,United States,41.9706,-71.6984
Gawler,Australia,-34.6074,138.7264
Swansea,United States,41.7571,-71.212
Glen Allen,United States,37.666,-77.4838
Bridgeview,United States,41.7402,-87.8067
Kupino,Russia,54.3592,77.2742
Center Point,United States,33.6446,-86.6851
Mount Clemens,United States,42.5976,-82.882
Sienna Plantation,United States,29.4834,-95.5065
North Myrtle Beach,United States,33.823,-78.709
Fort Leonard Wood,United States,37.7562,-92.1274
Bastrop,United States,30.1118,-97.3257
Morton,United States,40.6137,-89.4668
Republic,United States,37.1453,-93.4446
Fairview Park,United States,41.4419,-81.853
Dixon,United States,41.8439,-89.4788
Evans,United States,42.6529,-79.0063
Abington,United States,42.118,-70.959
San Martín,Colombia,3.6904,-73.69
Three Lakes,United States,25.6415,-80.4
Fort Thomas,United States,39.0805,-84.4497
Jasper,United States,38.3934,-86.9404
New Port Richey,United States,28.2468,-82.7169
Ocean Acres,United States,39.743,-74.2804
Alma,United States,43.38,-84.6556
Barrington,United States,41.7443,-71.3145
Laguna Woods,United States,33.6099,-117.7299
Tanque Verde,United States,32.2687,-110.7437
Spárti,Greece,37.0737,22.4297
Prospect Heights,United States,42.1039,-87.9267
Burley,United States,42.5379,-113.7928
Huarmey,Peru,-10.0696,-78.16
Horqueta,Paraguay,-23.3396,-57.05
Athens,United States,35.4573,-84.6045
Buda,United States,30.0847,-97.844
East Longmeadow,United States,42.0597,-72.499
Gainesville,United States,33.6391,-97.1487
Monroe,United States,33.799,-83.716
Griffith,United States,41.5279,-87.424
Durham,United States,43.1174,-70.9195
Sayville,United States,40.7478,-73.084
Washington,United States,35.5587,-77.0546
Taylor,United States,30.5743,-97.4233
Hope Mills,United States,34.9689,-78.9559
Pearl River,United States,41.0615,-74.0047
Highland Springs,United States,37.5516,-77.3285
Middletown,United States,41.5174,-71.2772
Upper Grand Lagoon,United States,30.169,-85.7407
Nyahanga,Tanzania,-2.3829,33.55
Kaukauna,United States,44.2778,-88.2645
Parole,United States,38.9861,-76.5519
Frankfort,United States,40.2799,-86.518
Storrs,United States,41.8045,-72.2552
Lake Wales,United States,27.9195,-81.5961
San Gabriel,Ecuador,0.61,-77.84
Fonte Boa,Brazil,-2.5138,-66.0916
Boerne,United States,29.7844,-98.7289
Easthampton Town,United States,42.2652,-72.672
Aberdeen,United States,39.5146,-76.173
Nikolayevsk,Russia,50.0161,45.4261
Donaldsonville,United States,30.0953,-90.9925
Port Washington,United States,40.8267,-73.6764
Madison,United States,40.7586,-74.417
Ilave,Peru,-16.0796,-69.67
Fairhaven,United States,41.6395,-70.8732
Picayune,United States,30.5322,-89.6724
Conyers,United States,33.6645,-83.9967
Colchester,United States,41.5621,-72.3475
Gun Barrel City,United States,32.3277,-96.1286
Rye,United States,40.969,-73.6878
Welby,United States,39.8403,-104.9655
Warren,United States,40.6323,-74.5146
Humble,United States,29.9921,-95.2655
Camano,United States,48.1865,-122.4708
Aurora,United States,41.3118,-81.345
Hernando,United States,34.85,-89.9921
Belgrade,United States,45.7796,-111.1751
Chickasha,United States,35.041,-97.9472
Auburndale,United States,28.0962,-81.8011
Grandville,United States,42.9003,-85.7564
Readington,United States,40.5821,-74.7796
Belvedere Park,United States,33.7488,-84.2598
Ellington,United States,41.9151,-72.4485
Kirksville,United States,40.1986,-92.5753
Dyer,United States,41.4978,-87.509
Lake St. Louis,United States,38.7848,-90.7873
Bodaybo,Russia,57.965,114.329
Coalinga,United States,36.1432,-120.3266
Fillmore,United States,34.399,-118.9181
Crescent City,United States,41.7727,-124.1902
Longmeadow,United States,42.0475,-72.5718
Sunset,United States,25.7061,-80.353
River Falls,United States,44.8608,-92.6244
Tiverton,United States,41.6091,-71.1742
Fallon,United States,39.4738,-118.7781
Nikel’,Russia,69.4126,30.2188
King City,United States,36.2166,-121.133
Knightdale,United States,35.7917,-78.4966
Derzhavīnsk,Kazakhstan,51.1021,66.3075
Live Oak,United States,29.5545,-98.3404
Cliza,Bolivia,-17.59,-65.93
Houghton,United States,47.1119,-88.5672
Westport,United States,41.5886,-71.0837
Camrose,Canada,53.0167,-112.8166
Shively,United States,38.197,-85.8136
Parma,United States,43.2651,-77.7968
Yorito,Honduras,15.06,-87.29
Groves,United States,29.9457,-93.9164
Southchase,United States,28.3793,-81.3903
West Lealman,United States,27.8191,-82.7385
Clearlake,United States,38.959,-122.6331
Harrisburg,United States,35.3126,-80.649
